"DisNo.","Historic","Classification Key","Disaster Group","Disaster Subgroup","Disaster Type","Disaster Subtype","","Event Name","ISO","Country","Subregion","Region","Location","Origin","Associated Types","OFDA/BHA Response","Appeal","Declaration","AID Contribution ('000 US$)","Magnitude","Magnitude Scale","Latitude","Longitude","River Basin","Start Year","Start Month","Start Day","End Year","End Month","End Day","Total Deaths","No. Injured","No. Affected","No. Homeless","Total Affected","Total Damage ('000 US$)","Total Damage, Adjusted ('000 US$)","Entry Date","Last Update"
"2001-0485-KHM","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","KHM","Cambodia","South-eastern Asia","Asia","Stung Treng, Kratie, Kampong Cham provinces","Monsoonal rain","","Yes","No","No","3822","3000","Km2","","","Mekong and Tonle Sap rivers","2001","8","15","2001","11","19","56","","1669182","","1669182","15000","25812","2005-09-20","2023-09-25"
"2001-0492-VNM","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","VNM","Viet Nam","South-eastern Asia","Asia","Long An, Dong Thap, An Giang, Can Tho city, Phu Tho, Kien Giang, Tien Giang, Vinh Long, Soc Trang, Tra Vinh, Ben Tre provinces","Monsoonal rain","","Yes","No","No","","745","Km2","","","Mekong, Tien and Hau","2001","8","15","2001","11","19","310","","1570270","","1570270","84000","144550","2005-09-20","2023-09-25"
"2001-0505-MYS","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","MYS","Malaysia","South-eastern Asia","Asia","Teluk Ipil area (Seberang Perai Selatan district, Pulau Pinang province)","","","No","No","No","","","Km2","","","","2001","8","19","2001","8","19","","","10000","","10000","","","2003-07-01","2023-09-25"
"2001-0528-THA","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","THA","Thailand","South-eastern Asia","Asia","Ubon Ratchathani, Yasothon provinces","","","No","No","No","","","Km2","","","","2001","8","31","2001","8","31","","","4000","","4000","","","2003-07-01","2023-09-25"
"2001-0546-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","Jawa Barat province","","","No","No","No","","5","Moment Magnitude","-6.99","108.275","","2001","6","28","2001","6","28","","12","12500","","12512","","","2008-05-08","2023-09-25"
"2001-0587-VNM","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","VNM","Viet Nam","South-eastern Asia","Asia","Quang Nam, Quang Ngai, Ha Tinh, Nghe An, Quang Tri, Phu Yen provinces","Brief torrential rain","","No","No","No","","72000","Km2","","","","2001","10","20","2001","10","24","20","6","35000","","35006","4700","8088","2004-10-28","2023-09-25"
"2001-0596-PHL","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","PHL","Philippines","South-eastern Asia","Asia","Zamboanga City area (Zamboanga Del Sur district, Region IX province)","Brief torrential rain","","No","No","No","","190","Km2","","","","2001","10","10","2001","10","10","4","","300","","300","","","2004-10-28","2023-09-25"
"2001-0600-MYS","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","MYS","Malaysia","South-eastern Asia","Asia","Inanam borough (Kota Kinabalu district, Sabah province), Beaufort, Papar, Penampang, Tuaran districts (Sabah province)","","","No","No","No","","","Km2","","","","2001","10","","2001","10","","","","5000","","5000","","","2003-07-01","2023-09-25"
"2001-0614-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Lingling (Nanang)","PHL","Philippines","South-eastern Asia","Asia","Camiguin, Misamis Oriental districts (Region X (Northern Mindanao) province)","","Flood|Slide (land, mud, snow, rock)","Yes","No","No","434","215","Kph","","","","2001","11","8","2001","11","8","290","147","1060000","","1060147","22700","39063","2003-11-02","2023-09-25"
"2001-0624-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Lingling (Nanang)","VNM","Viet Nam","South-eastern Asia","Asia","Phu Yen, Binh Dinh, Quang Ngai, Quang Tri provinces","","","No","No","No","","","Kph","","","","2001","11","12","2001","11","12","20","83","60000","13100","73183","55000","94646","2003-07-01","2023-09-25"
"2001-0649-MYS","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","MYS","Malaysia","South-eastern Asia","Asia","Kuala Lumpur province","","","No","No","No","","","Km2","","","","2001","10","30","2001","10","30","","","200","","200","","","2003-07-01","2023-09-25"
"2001-0651-IDN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","","","IDN","Indonesia","South-eastern Asia","Asia","Seling village (Kebumen district, Jawa Tengah province)","","","No","No","No","","","","","","","2001","10","30","2001","10","30","","","","310","310","","","2003-07-01","2023-09-25"
"2001-0652-IDN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","","","IDN","Indonesia","South-eastern Asia","Asia","Ayah area (Kebumen district, Jawa Tengah province)","","","No","No","No","","","","","","","2001","10","23","2001","10","23","","","","600","600","","","2003-07-01","2023-09-25"
"2001-0654-VNM","No","nat-hyd-flo-coa","Natural","Hydrological","Flood","Coastal flood","","","VNM","Viet Nam","South-eastern Asia","Asia","Thu Duc district (Ho Chi Minh City province)","","","No","No","No","","","Km2","","","","2001","11","4","2001","11","4","","","3000","","3000","","","2003-07-01","2023-09-25"
"2001-0669-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","Bengkulu province","","","No","No","No","","7.4","Moment Magnitude","-4.68","102.562","","2001","2","13","2001","2","13","","","","","","","","2008-05-08","2023-09-25"
"2001-0693-MYS","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","MYS","Malaysia","South-eastern Asia","Asia","Pahang, Kelantan, Terengganu provinces","Heavy rain","","No","No","No","","22940","Km2","","","Pahang, Galas, Lebir, Kelantan, Kemaman, Dungun, Berang Kertih","2001","12","22","2002","1","3","11","","18000","","18000","","","2008-04-15","2023-09-25"
"2001-0715-IDN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","IDN","Indonesia","South-eastern Asia","Asia","Sentani area (Jayapura district, Papua province)","","","No","No","No","","","Km2","","","","2001","12","17","2001","12","17","","","","","","","","2003-07-01","2023-09-25"
"2001-0719-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Kota Medan, Langkat, Simalungun, Kota Tebingtinggi, Deli Serdang districts (Sumatera Utara province), Gowa district (Sulawesi Selatan province)","Heavy rain","Slide (land, mud, snow, rock)","No","No","No","","9125","Km2","","","Deli, Denai, Babura, Putih, Sulang-saling, Belumai, Percut, Asahan","2001","12","28","2002","1","1","15","","","2000","2000","","","2005-09-21","2023-09-25"
"2001-0746-MMR","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","MMR","Myanmar","South-eastern Asia","Asia","Meikthila, Wundwin, Mahlaing areas (Meikthila district, Mandaly province)","","","No","No","No","","","Km2","","","","2001","6","2","2001","6","2","51","","","3750","3750","","","2003-07-01","2023-09-25"
"2001-0758-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Kajiki (Quedan)","PHL","Philippines","South-eastern Asia","Asia","Cebu district (Region VII (Central Visayas) province), Leyte district (Region VIII (Eastern Visayas) province)","","Flood|Slide (land, mud, snow, rock)","No","No","No","","","Kph","","","","2001","12","5","2001","12","7","6","8","54832","","54840","96","165","2004-10-28","2023-09-25"
"2001-0782-LAO","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","LAO","Lao People's Democratic Republic","South-eastern Asia","Asia","Khammouan, Savannakhet, Champasak, Attapu provinces","","","Yes","No","No","","590","Km2","","","","2001","8","","2001","8","","","","453000","","453000","","","2003-07-01","2023-09-25"
"2001-0792-PHL","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)","","TD Jolina","PHL","Philippines","South-eastern Asia","Asia","Region III (Central Luzon) province","","","No","No","No","","","Kph","","","","2001","8","17","2001","8","19","","","295355","","295355","293","504","2006-04-28","2023-09-25"
"2001-0793-PHL","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)","","TS Labuyo ( Lekima)","PHL","Philippines","South-eastern Asia","Asia","Region I (Ilocos region), Region II (Cagayan Valley), Cordillera Administrative region (CAR) province","","","No","No","No","","","Kph","","","","2001","9","22","2001","9","27","4","","37357","","37357","1407","2421","2006-04-28","2023-09-25"
"2001-9525-KHM","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought","","","KHM","Cambodia","South-eastern Asia","Asia","Kampong Cham, Kampong Chhnang, Kampong Speu, Kampong Thom, Kampot, Kandal, Kep, Koh Kong, Kratie, Phnom Penh, Preah Sihanouk, Prey Veng, Pursat, Svay Rieng, Takeo provinces","","","No","No","No","","","Km2","","","","2001","9","","2001","","","","","300000","","300000","","","2006-02-27","2023-09-25"
"2002-0005-PHL","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","PHL","Philippines","South-eastern Asia","Asia","Surigao del Sur, Agusan del Sur districts (Region XIII province), Davao del Sur, Davao del Norte, Davao Oriental, Compostella district (Region XI province)","Heavy rain","Slide (land, mud, snow, rock)","No","No","No","","13420","Km2","","","","2002","1","4","2002","1","7","11","8","95000","","95008","392","664","2004-03-24","2023-09-25"
"2002-0018-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Dempo Utara area (Kota Pagaralam district, Sumatra Selatan province)","Heavy rain","Slide (land, mud, snow, rock)","No","No","No","","1490","Km2","","","","2002","1","8","2002","1","12","21","","40","","40","","","2005-09-21","2023-09-25"
"2002-0031-IDN","No","nat-bio-epi-bac","Natural","Biological","Epidemic","Bacterial disease","","Shigella suspected","IDN","Indonesia","South-eastern Asia","Asia","Alor, Manggarai, Sikka, Belu","","","No","No","No","","","","","","","2002","1","10","2002","1","10","17","","757","","757","","","2004-03-24","2023-09-25"
"2002-0035-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Kota Medan district (Sumatera Utara province)","Heavy rains","","No","No","No","","4170","Km2","","","","2002","1","13","2002","1","18","13","","2000","","2000","","","2004-03-24","2023-09-25"
"2002-0054-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Alor, Belu districts (Nusatenggara Timur province), Bandung, Bogor, Kota Depok districts (Jawa Barat province), Barru district (Sulawesi Timur province), Bondowoso, Kota Mojokerto, Kota Surabaya, Mojokerto, Sampang, Sidoarjo, Lumajang districts (Jawa Timur province), Tangerang district (Banten province)","Heavy rains","","No","No","No","10284","41000","Km2","","","","2002","1","27","2002","2","12","150","750","500000","","500750","350000","592887","2005-05-03","2023-09-25"
"2002-0064-MYS","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","","","MYS","Malaysia","South-eastern Asia","Asia","Simunjan district (Sarawak province)","","","No","No","No","","","","","","","2002","1","31","2002","1","31","10","","","","","","","2005-05-03","2023-09-25"
"2002-0069-THA","No","nat-met-sto-hai","Natural","Meteorological","Storm","Hail","","","THA","Thailand","South-eastern Asia","Asia","Muang Chang Rai, Chiang Saen, Mae Chan, Wiang Chai, Phan districts (Chiang Rai province)","","Hail","No","No","No","","","Kph","","","","2002","1","12","2002","1","12","1","100","25000","2604","27704","2000","3388","2005-05-03","2023-09-25"
"2002-0129-PHL","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","PHL","Philippines","South-eastern Asia","Asia","General Santos city (South Cotabato district, Region XII (Soccsksargen) province), Kiamba area (Saranggani district, Region XII (Soccsksargen) province)","","Tsunami/Tidal wave","No","No","No","","7.5","Moment Magnitude","6.033","124.249","","2002","3","5","2002","3","5","15","100","73351","","73451","1714","2903","2003-09-04","2023-09-25"
"2002-0176-PHL","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","PHL","Philippines","South-eastern Asia","Asia","Surigao del Norte, Surigao del Sur districts (Region XIII province)","Heavy rain","","No","No","No","","5280","Km2","","","","2002","3","21","2002","3","26","35","","50000","","50000","1450","2456","2005-09-21","2023-09-25"
"2002-0186-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Gomo, Amandraya areas (Nias Selatan district, Sumatera Utara province)","Heavy rain","","No","No","No","","942","Km2","","","","2002","3","27","2002","3","30","14","","780","","780","","","2005-09-22","2023-09-25"
"2002-0197-VNM","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire","","","VNM","Viet Nam","South-eastern Asia","Asia","U Minh Thuong National Park (Kien Giang province), U Minh Ha (Ca Mau province)","","","Yes","No","No","50","55","Km2","","","","2002","3","24","2002","4","12","","","","","","","","2005-04-19","2023-09-25"
"2002-0231-MYS","No","nat-met-sto-lig","Natural","Meteorological","Storm","Lightning/Thunderstorms","","","MYS","Malaysia","South-eastern Asia","Asia","Klang Valley area (Sepang district, Selangor province), Setapak Jaya, Jalan Pinang, Jalan Semarak, Jalan Tun Razak, Pudu boroughs (Kuala Lumpur district, Kuala Lumpu province), Petaling district (Selangor province)","","","No","No","No","","","Kph","","","","2002","3","30","2002","3","30","2","","155","","155","","","2003-07-01","2023-09-25"
"2002-0236-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Sumba Timur, Sumba Barat districts (Nusatenggara Timur province)","Heavy rain","","No","No","No","","4900","Km2","","","","2002","4","17","2002","4","20","19","","","","","","","2005-09-22","2023-09-25"
"2002-0286-THA","No","nat-met-sto-hai","Natural","Meteorological","Storm","Hail","","","THA","Thailand","South-eastern Asia","Asia","Sam Ngao, Phop Phra districts (Tak province)","","","No","No","No","","","Kph","","","","2002","4","23","2002","4","23","","","2000","500","2500","","","2003-07-01","2023-09-25"
"2002-0291-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","IDN","Indonesia","South-eastern Asia","Asia","Kolaka district (Sulawesi Tenggara province)","","","No","No","No","","2","Km2","","","","2002","5","","2002","5","","","","1000","","1000","","","2003-07-01","2023-09-25"
"2002-0408-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Chata'an","PHL","Philippines","South-eastern Asia","Asia","National Capital region (NCR) province","","","No","No","No","","170","Kph","","","","2002","7","7","2002","7","9","33","41","700000","","700041","1000","1694","2010-11-19","2023-09-25"
"2002-0423-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Halong (Anday)","PHL","Philippines","South-eastern Asia","Asia","Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region) provinces","","","No","No","No","","160","Kph","","","","2002","7","13","2002","7","13","62","","11000","","11000","5664","9595","2003-07-01","2023-09-25"
